98	09_authoring	author_manifest	src/dev/check.rs	819	1822
99	09_authoring	author_catalog	src/dev/check.rs	1892	5097
100	09_authoring	author_file_inventory	src/dev/check.rs	5255	7050
101	09_authoring	author_unsolved	src/dev/check.rs	7052	8480
102	09_authoring	author_format	src/dev/check.rs	8482	9398
103	09_authoring	author_solutions	src/dev/check.rs	9531	12755
104	09_authoring	author_gate	src/dev/check.rs	12757	13584
105	09_authoring	author_directories	src/dev/new.rs	284	549
106	09_authoring	author_files	src/dev/new.rs	621	979
107	09_authoring	author_new_course	src/dev/new.rs	981	2428
108	09_authoring	author_update_manifest	src/dev/update.rs	172	700
109	09_authoring	author_update	src/dev/update.rs	702	1281
110	09_authoring	author_dispatch	src/dev.rs	680	1118
111	10_launch	embedded_macro	rustlings-macros/src/lib.rs	335	2279
112	10_launch	launch_dispatch	src/main.rs	549	5845
